Class;fClass;A00Amount;A00Amount100;A01Duration;A02Age;A03IRP;A04ResDur;A05NumExCred;A06NumPeopMaint;A07Teleph;A08FrgnWork;A09CheckAccStat;A10History;A11Purpose;A12Savings;A13EmployDurat;A14Personal;A15Gender;A16OtherDebtGuar;A17Property;A18OtherInstallPlan;A19Housing;A20Job;fA07Teleph;fA08FrgnWork;fA09CheckAccStat;fA10History;fA11Purpose;fA12Savings;fA13EmployDurat;fA14Personal;fA15Gender;fA16OtherDebtGuar;fA17Property;fA18OtherInstallPlan;fA19Housing;fA20Job;Training
0;Good;7824;78,24;28;40;3;4;2;2;1;1;0;1;1;4;1;2;1;2;0;0;0;2;Yes;Yes;No;all credits at this bank paid back duly;car (used);unknown/no savings account;<1;male: single;male;guarantor;real estate;bank;rent;skilled employee/official;1
0;Good;2442;24,42;27;43;4;4;4;2;1;1;1;4;8;0;4;2;1;0;2;1;1;3;Yes;Yes;<0;critical account/other credits existing (not at this bank);business;<100;>=7;male: single;male;none;car or other;stores;own;management/self-employed/highly qualified employee/officer;0
0;Good;1829;18,29;15;46;4;4;2;1;1;1;0;4;3;0;4;2;1;0;2;2;1;2;Yes;Yes;No;critical account/other credits existing (not at this bank);radio/TV;<100;>=7;male: single;male;none;car or other;none;own;skilled employee/official;0
0;Good;2171;21,71;12;38;4;4;2;1;0;0;1;4;0;0;2;2;1;0;1;0;1;1;No;No;<0;critical account/other credits existing (not at this bank);car (new);<100;[1,4);male: single;male;none;building society savings agreement/life insurance;bank;own;unskilled, resident;1
0;Good;5800;58;36;34;3;4;2;1;1;1;2;4;1;0;2;2;1;0;2;2;1;2;Yes;Yes;[0, 200);critical account/other credits existing (not at this bank);car (used);<100;[1,4);male: single;male;none;car or other;none;own;skilled employee/official;0
0;Good;1169;11,69;18;29;4;3;2;1;1;1;0;4;3;4;2;2;1;0;1;2;1;2;Yes;Yes;No;critical account/other credits existing (not at this bank);radio/TV;unknown/no savings account;[1,4);male: single;male;none;building society savings agreement/life insurance;none;own;skilled employee/official;1
0;Good;8947;89,47;36;31;3;2;1;2;1;1;0;3;1;4;3;2;1;0;2;1;1;3;Yes;Yes;No;delay in paying off in the past;car (used);unknown/no savings account;[4,7);male: single;male;none;car or other;stores;own;management/self-employed/highly qualified employee/officer;0
0;Good;2606;26,06;21;28;4;4;1;1;1;1;1;2;3;0;1;0;0;0;1;2;0;3;Yes;Yes;<0;existing credits paid back duly till now;radio/TV;<100;<1;female;female;none;building society savings agreement/life insurance;none;rent;management/self-employed/highly qualified employee/officer;1
0;Good;1592;15,92;12;35;3;2;1;1;0;0;0;4;2;3;3;0;0;0;1;2;1;2;No;No;No;critical account/other credits existing (not at this bank);furniture/equipment;>=1000;[4,7);female;female;none;building society savings agreement/life insurance;none;own;skilled employee/official;0
0;Good;2186;21,86;15;33;1;4;1;1;0;1;0;2;2;4;3;0;0;0;0;0;0;1;No;Yes;No;existing credits paid back duly till now;furniture/equipment;unknown/no savings account;[4,7);female;female;none;real estate;bank;rent;unskilled, resident;1
1;Bad;4153;41,53;18;42;2;3;1;1;0;1;1;2;2;0;2;2;1;1;2;2;1;2;No;Yes;<0;existing credits paid back duly till now;furniture/equipment;<100;[1,4);male: single;male;co-applicant;car or other;none;own;skilled employee/official;1
1;Bad;2625;26,25;16;43;2;4;1;1;1;1;1;4;0;0;4;2;1;2;1;0;0;2;Yes;Yes;<0;critical account/other credits existing (not at this bank);car (new);<100;>=7;male: single;male;guarantor;building society savings agreement/life insurance;bank;rent;skilled employee/official;0
0;Good;3485;34,85;20;44;2;4;2;1;1;1;0;4;0;4;1;1;1;0;0;2;1;2;Yes;Yes;No;critical account/other credits existing (not at this bank);car (new);unknown/no savings account;<1;male: divorced/separated;male;none;real estate;none;own;skilled employee/official;0
0;Good;10477;104,77;36;42;2;4;2;1;0;1;0;4;1;4;4;2;1;0;3;2;2;2;No;Yes;No;critical account/other credits existing (not at this bank);car (used);unknown/no savings account;>=7;male: single;male;none;unknown/no property;none;for free;skilled employee/official;1
0;Good;1386;13,86;15;40;4;2;1;1;1;1;0;2;3;4;2;3;1;0;0;2;0;2;Yes;Yes;No;existing credits paid back duly till now;radio/TV;unknown/no savings account;[1,4);male: married/widowed;male;none;real estate;none;rent;skilled employee/official;0
0;Good;1278;12,78;24;36;4;1;1;1;1;1;0;2;3;0;4;2;1;0;0;2;1;3;Yes;Yes;No;existing credits paid back duly till now;radio/TV;<100;>=7;male: single;male;none;real estate;none;own;management/self-employed/highly qualified employee/officer;1
0;Good;1107;11,07;12;20;2;2;1;2;1;1;1;2;3;0;2;2;1;0;0;2;0;3;Yes;Yes;<0;existing credits paid back duly till now;radio/TV;<100;[1,4);male: single;male;none;real estate;none;rent;management/self-employed/highly qualified employee/officer;0
0;Good;3763;37,63;21;24;2;2;1;1;0;0;1;2;0;4;3;2;1;1;0;2;1;1;No;No;<0;existing credits paid back duly till now;car (new);unknown/no savings account;[4,7);male: single;male;co-applicant;real estate;none;own;unskilled, resident;1
0;Good;3711;37,11;36;27;2;2;1;1;0;1;2;2;6;4;2;3;1;0;2;2;1;2;No;Yes;[0, 200);existing credits paid back duly till now;education;unknown/no savings account;[1,4);male: married/widowed;male;none;car or other;none;own;skilled employee/official;1
0;Good;3594;35,94;15;46;1;2;2;1;0;1;0;3;1;0;1;0;0;0;1;2;1;1;No;Yes;No;delay in paying off in the past;car (used);<100;<1;female;female;none;building society savings agreement/life insurance;none;own;unskilled, resident;0
0;Good;3195;31,95;9;33;1;2;1;1;0;1;2;2;0;4;2;0;0;0;0;2;1;1;No;Yes;[0, 200);existing credits paid back duly till now;car (new);unknown/no savings account;[1,4);female;female;none;real estate;none;own;unskilled, resident;0
0;Good;4454;44,54;36;34;4;4;2;1;0;1;0;3;3;0;2;0;0;0;0;2;1;2;No;Yes;No;delay in paying off in the past;radio/TV;<100;[1,4);female;female;none;real estate;none;own;skilled employee/official;0
1;Bad;4736;47,36;24;25;2;4;1;1;0;1;2;4;2;0;1;0;0;0;2;0;1;1;No;Yes;[0, 200);critical account/other credits existing (not at this bank);furniture/equipment;<100;<1;female;female;none;car or other;bank;own;unskilled, resident;1
0;Good;2991;29,91;30;25;2;4;1;1;0;1;2;2;3;4;4;0;0;0;2;2;1;2;No;Yes;[0, 200);existing credits paid back duly till now;radio/TV;unknown/no savings account;>=7;female;female;none;car or other;none;own;skilled employee/official;1
0;Good;2142;21,42;11;28;1;2;1;1;1;1;0;2;8;3;4;1;1;0;0;2;1;2;Yes;Yes;No;existing credits paid back duly till now;business;>=1000;>=7;male: divorced/separated;male;none;real estate;none;own;skilled employee/official;0
1;Bad;3161;31,61;24;31;4;2;1;1;1;1;1;1;8;0;2;2;1;0;1;2;0;2;Yes;Yes;<0;all credits at this bank paid back duly;business;<100;[1,4);male: single;male;none;building society savings agreement/life insurance;none;rent;skilled employee/official;0
1;Bad;18424;184,24;48;32;1;2;1;1;1;0;2;0;9;0;2;0;0;0;1;0;1;3;Yes;No;[0, 200);no credits taken/all credits paid back duly;others;<100;[1,4);female;female;none;building society savings agreement/life insurance;bank;own;management/self-employed/highly qualified employee/officer;0
0;Good;2848;28,48;10;32;1;2;1;2;0;1;0;2;1;1;2;2;1;1;0;2;1;2;No;Yes;No;existing credits paid back duly till now;car (used);[100,500);[1,4);male: single;male;co-applicant;real estate;none;own;skilled employee/official;0
1;Bad;14896;148,96;6;68;1;4;1;1;1;1;1;2;0;0;4;2;1;0;3;0;1;3;Yes;Yes;<0;existing credits paid back duly till now;car (new);<100;>=7;male: single;male;none;unknown/no property;bank;own;management/self-employed/highly qualified employee/officer;0
1;Bad;2359;23,59;24;33;1;1;1;1;0;1;1;2;2;1;0;1;1;0;1;2;1;2;No;Yes;<0;existing credits paid back duly till now;furniture/equipment;[100,500);unemployed;male: divorced/separated;male;none;building society savings agreement/life insurance;none;own;skilled employee/official;0
1;Bad;3345;33,45;24;39;4;2;1;1;1;1;1;2;2;0;4;2;1;0;1;2;0;3;Yes;Yes;<0;existing credits paid back duly till now;furniture/equipment;<100;>=7;male: single;male;none;building society savings agreement/life insurance;none;rent;management/self-employed/highly qualified employee/officer;0
0;Good;1817;18,17;18;28;4;2;2;1;0;1;0;4;2;0;2;0;0;0;3;2;1;2;No;Yes;No;critical account/other credits existing (not at this bank);furniture/equipment;<100;[1,4);female;female;none;unknown/no property;none;own;skilled employee/official;1
0;Good;12749;127,49;48;37;4;1;1;1;1;1;0;3;3;2;3;2;1;0;2;2;1;3;Yes;Yes;No;delay in paying off in the past;radio/TV;[500,1000);[4,7);male: single;male;none;car or other;none;own;management/self-employed/highly qualified employee/officer;0
1;Bad;1366;13,66;9;22;3;4;1;1;0;1;1;2;3;0;1;0;0;0;1;2;0;2;No;Yes;<0;existing credits paid back duly till now;radio/TV;<100;<1;female;female;none;building society savings agreement/life insurance;none;rent;skilled employee/official;1
0;Good;2002;20,02;12;30;3;4;1;2;1;1;2;2;0;0;3;2;1;0;1;2;0;2;Yes;Yes;[0, 200);existing credits paid back duly till now;car (new);<100;[4,7);male: single;male;none;building society savings agreement/life insurance;none;rent;skilled employee/official;1
1;Bad;6872;68,72;24;55;2;1;1;1;1;1;1;1;2;0;1;1;1;0;1;0;1;2;Yes;Yes;<0;all credits at this bank paid back duly;furniture/equipment;<100;<1;male: divorced/separated;male;none;building society savings agreement/life insurance;bank;own;skilled employee/official;0
1;Bad;697;6,97;12;46;4;2;2;1;1;1;1;1;0;0;1;2;1;0;2;0;1;2;Yes;Yes;<0;all credits at this bank paid back duly;car (new);<100;<1;male: single;male;none;car or other;bank;own;skilled employee/official;0
0;Good;1049;10,49;18;21;4;4;1;1;0;1;1;4;2;0;1;0;0;0;1;2;0;2;No;Yes;<0;critical account/other credits existing (not at this bank);furniture/equipment;<100;<1;female;female;none;building society savings agreement/life insurance;none;rent;skilled employee/official;0
1;Bad;10297;102,97;48;39;4;4;3;2;1;1;1;2;1;0;3;2;1;0;3;1;2;2;Yes;Yes;<0;existing credits paid back duly till now;car (used);<100;[4,7);male: single;male;none;unknown/no property;stores;for free;skilled employee/official;0
0;Good;1867;18,67;30;58;4;4;1;1;1;1;0;2;3;4;4;2;1;0;2;2;1;2;Yes;Yes;No;existing credits paid back duly till now;radio/TV;unknown/no savings account;>=7;male: single;male;none;car or other;none;own;skilled employee/official;1
0;Good;1344;13,44;12;43;4;2;2;2;0;1;1;3;0;0;2;2;1;0;0;2;1;1;No;Yes;<0;delay in paying off in the past;car (new);<100;[1,4);male: single;male;none;real estate;none;own;unskilled, resident;1
0;Good;1747;17,47;24;24;4;1;1;1;0;0;1;2;2;0;1;2;1;1;1;2;1;1;No;No;<0;existing credits paid back duly till now;furniture/equipment;<100;<1;male: single;male;co-applicant;building society savings agreement/life insurance;none;own;unskilled, resident;0
1;Bad;1670;16,7;9;22;4;2;1;1;1;1;2;2;3;0;1;0;0;0;2;2;1;2;Yes;Yes;[0, 200);existing credits paid back duly till now;radio/TV;<100;<1;female;female;none;car or other;none;own;skilled employee/official;1
0;Good;1224;12,24;9;30;3;1;2;1;0;1;0;4;0;0;2;2;1;0;0;2;1;2;No;Yes;No;critical account/other credits existing (not at this bank);car (new);<100;[1,4);male: single;male;none;real estate;none;own;skilled employee/official;1
0;Good;522;5,22;12;42;4;4;2;2;1;1;0;4;3;2;4;2;1;0;1;2;1;2;Yes;Yes;No;critical account/other credits existing (not at this bank);radio/TV;[500,1000);>=7;male: single;male;none;building society savings agreement/life insurance;none;own;skilled employee/official;0
0;Good;1498;14,98;12;23;4;1;1;1;0;1;1;2;3;0;2;0;0;0;2;0;1;2;No;Yes;<0;existing credits paid back duly till now;radio/TV;<100;[1,4);female;female;none;car or other;bank;own;skilled employee/official;1
1;Bad;1919;19,19;30;30;4;3;2;1;0;1;2;3;3;1;1;2;1;0;3;1;1;3;No;Yes;[0, 200);delay in paying off in the past;radio/TV;[100,500);<1;male: single;male;none;unknown/no property;stores;own;management/self-employed/highly qualified employee/officer;0
1;Bad;745;7,45;9;28;3;2;1;1;0;1;3;2;3;0;2;0;0;0;0;2;1;1;No;Yes;>=200;existing credits paid back duly till now;radio/TV;<100;[1,4);female;female;none;real estate;none;own;unskilled, resident;1
0;Good;2063;20,63;6;30;4;3;1;1;1;1;2;2;3;0;1;3;1;0;2;2;0;3;Yes;Yes;[0, 200);existing credits paid back duly till now;radio/TV;<100;<1;male: married/widowed;male;none;car or other;none;rent;management/self-employed/highly qualified employee/officer;0
1;Bad;6288;62,88;60;42;4;4;1;1;0;1;2;2;6;0;2;2;1;0;3;2;2;2;No;Yes;[0, 200);existing credits paid back duly till now;education;<100;[1,4);male: single;male;none;unknown/no property;none;for free;skilled employee/official;1
0;Good;6842;68,42;24;46;2;4;2;2;1;1;0;4;1;4;2;2;1;0;1;2;1;3;Yes;Yes;No;critical account/other credits existing (not at this bank);car (used);unknown/no savings account;[1,4);male: single;male;none;building society savings agreement/life insurance;none;own;management/self-employed/highly qualified employee/officer;1
0;Good;3527;35,27;12;45;2;3;1;2;1;1;0;2;0;4;1;2;1;0;1;2;1;3;Yes;Yes;No;existing credits paid back duly till now;car (new);unknown/no savings account;<1;male: single;male;none;building society savings agreement/life insurance;none;own;management/self-employed/highly qualified employee/officer;0
0;Good;1546;15,46;10;31;3;2;1;2;0;0;0;2;0;0;2;2;1;0;0;2;1;1;No;No;No;existing credits paid back duly till now;car (new);<100;[1,4);male: single;male;none;real estate;none;own;unskilled, resident;1
0;Good;929;9,29;24;31;4;2;1;1;1;1;0;2;2;4;3;2;1;0;2;1;1;2;Yes;Yes;No;existing credits paid back duly till now;furniture/equipment;unknown/no savings account;[4,7);male: single;male;none;car or other;stores;own;skilled employee/official;1
0;Good;1455;14,55;4;42;2;1;3;2;0;1;0;4;0;0;3;2;1;0;0;2;1;1;No;Yes;No;critical account/other credits existing (not at this bank);car (new);<100;[4,7);male: single;male;none;real estate;none;own;unskilled, resident;0
0;Good;1845;18,45;15;46;4;1;1;1;0;1;1;2;2;0;1;0;0;2;1;2;0;2;No;Yes;<0;existing credits paid back duly till now;furniture/equipment;<100;<1;female;female;guarantor;building society savings agreement/life insurance;none;rent;skilled employee/official;1
0;Good;8358;83,58;48;30;1;1;2;1;0;1;2;0;0;2;1;0;0;0;2;2;1;2;No;Yes;[0, 200);no credits taken/all credits paid back duly;car (new);[500,1000);<1;female;female;none;car or other;none;own;skilled employee/official;1
1;Bad;3349;33,49;24;30;4;4;1;2;1;1;1;1;2;2;1;2;1;0;3;2;2;2;Yes;Yes;<0;all credits at this bank paid back duly;furniture/equipment;[500,1000);<1;male: single;male;none;unknown/no property;none;for free;skilled employee/official;0
0;Good;2859;28,59;12;38;4;4;1;1;1;1;0;2;0;4;0;2;1;0;3;2;1;3;Yes;Yes;No;existing credits paid back duly till now;car (new);unknown/no savings account;unemployed;male: single;male;none;unknown/no property;none;own;management/self-employed/highly qualified employee/officer;0
1;Bad;1533;15,33;18;43;4;1;1;2;0;1;0;2;2;0;1;3;1;1;1;2;1;1;No;Yes;No;existing credits paid back duly till now;furniture/equipment;<100;<1;male: married/widowed;male;co-applicant;building society savings agreement/life insurance;none;own;unskilled, resident;1
1;Bad;3621;36,21;24;31;2;4;2;1;0;1;0;2;3;1;4;2;1;0;2;2;1;2;No;Yes;No;existing credits paid back duly till now;radio/TV;[100,500);>=7;male: single;male;none;car or other;none;own;skilled employee/official;1
0;Good;3590;35,9;18;40;3;3;3;2;1;1;2;4;8;0;0;3;1;0;2;2;1;0;Yes;Yes;[0, 200);critical account/other credits existing (not at this bank);business;<100;unemployed;male: married/widowed;male;none;car or other;none;own;unemployed/unskilled, non-resident;1
1;Bad;2145;21,45;36;24;2;1;2;1;1;1;1;3;8;0;3;2;1;0;2;2;1;2;Yes;Yes;<0;delay in paying off in the past;business;<100;[4,7);male: single;male;none;car or other;none;own;skilled employee/official;1
1;Bad;4113;41,13;24;28;3;4;1;1;0;1;2;2;1;2;1;0;0;0;2;2;0;2;No;Yes;[0, 200);existing credits paid back duly till now;car (used);[500,1000);<1;female;female;none;car or other;none;rent;skilled employee/official;0
1;Bad;10974;109,74;36;26;4;2;2;1;1;1;0;2;2;0;0;0;0;0;2;2;1;3;Yes;Yes;No;existing credits paid back duly till now;furniture/equipment;<100;unemployed;female;female;none;car or other;none;own;management/self-employed/highly qualified employee/officer;1
0;Good;1893;18,93;12;29;4;4;1;1;1;1;1;2;0;0;2;0;0;2;1;2;1;2;Yes;Yes;<0;existing credits paid back duly till now;car (new);<100;[1,4);female;female;guarantor;building society savings agreement/life insurance;none;own;skilled employee/official;1
0;Good;1231;12,31;24;57;4;4;2;1;1;1;1;4;3;3;4;0;0;0;1;2;0;3;Yes;Yes;<0;critical account/other credits existing (not at this bank);radio/TV;>=1000;>=7;female;female;none;building society savings agreement/life insurance;none;rent;management/self-employed/highly qualified employee/officer;0
0;Good;3656;36,56;30;49;4;4;2;1;0;1;3;4;3;4;4;2;1;0;1;1;1;1;No;Yes;>=200;critical account/other credits existing (not at this bank);radio/TV;unknown/no savings account;>=7;male: single;male;none;building society savings agreement/life insurance;stores;own;unskilled, resident;1
0;Good;1154;11,54;9;37;2;4;3;1;0;1;2;4;3;0;4;2;1;0;0;2;1;1;No;Yes;[0, 200);critical account/other credits existing (not at this bank);radio/TV;<100;>=7;male: single;male;none;real estate;none;own;unskilled, resident;1
1;Bad;4006;40,06;28;45;3;2;1;1;0;1;1;2;0;0;2;2;1;0;2;2;1;1;No;Yes;<0;existing credits paid back duly till now;car (new);<100;[1,4);male: single;male;none;car or other;none;own;unskilled, resident;1
0;Good;3069;30,69;24;30;4;4;1;1;0;1;2;2;2;1;4;2;1;0;3;2;2;2;No;Yes;[0, 200);existing credits paid back duly till now;furniture/equipment;[100,500);>=7;male: single;male;none;unknown/no property;none;for free;skilled employee/official;0
0;Good;1740;17,4;6;30;2;2;2;1;0;1;0;4;3;0;4;3;1;0;0;2;0;2;No;Yes;No;critical account/other credits existing (not at this bank);radio/TV;<100;>=7;male: married/widowed;male;none;real estate;none;rent;skilled employee/official;1
0;Good;2353;23,53;21;47;1;4;2;1;0;1;2;3;0;0;2;1;1;0;1;2;1;2;No;Yes;[0, 200);delay in paying off in the past;car (new);<100;[1,4);male: divorced/separated;male;none;building society savings agreement/life insurance;none;own;skilled employee/official;1
0;Good;3556;35,56;15;29;3;2;1;1;0;1;0;2;0;4;2;2;1;0;3;2;1;2;No;Yes;No;existing credits paid back duly till now;car (new);unknown/no savings account;[1,4);male: single;male;none;unknown/no property;none;own;skilled employee/official;0
1;Bad;2397;23,97;24;35;3;2;2;1;1;1;0;2;3;2;4;2;1;0;2;0;1;2;Yes;Yes;No;existing credits paid back duly till now;radio/TV;[500,1000);>=7;male: single;male;none;car or other;bank;own;skilled employee/official;0
0;Good;454;4,54;6;22;3;1;1;1;0;1;2;2;5;0;1;3;1;0;1;2;1;1;No;Yes;[0, 200);existing credits paid back duly till now;repairs;<100;<1;male: married/widowed;male;none;building society savings agreement/life insurance;none;own;unskilled, resident;0
0;Good;1715;17,15;30;26;4;1;1;1;0;1;2;2;3;4;2;0;0;0;2;2;1;2;No;Yes;[0, 200);existing credits paid back duly till now;radio/TV;unknown/no savings account;[1,4);female;female;none;car or other;none;own;skilled employee/official;0
1;Bad;2520;25,2;27;23;4;2;2;1;0;1;2;4;3;2;2;2;1;0;1;2;1;1;No;Yes;[0, 200);critical account/other credits existing (not at this bank);radio/TV;[500,1000);[1,4);male: single;male;none;building society savings agreement/life insurance;none;own;unskilled, resident;1
0;Good;3568;35,68;15;54;4;2;1;1;1;1;0;2;3;0;4;0;0;0;2;0;0;3;Yes;Yes;No;existing credits paid back duly till now;radio/TV;<100;>=7;female;female;none;car or other;bank;rent;management/self-employed/highly qualified employee/officer;0
